,user_id,business_id,stars
244,JXHrhT72U6sZJQSkFfNzjw,AjWFFZN8KwyqJzzi0DyEsw,3
245,JXHrhT72U6sZJQSkFfNzjw,7fxebHYUwIF6CakxSr70iQ,5
246,JXHrhT72U6sZJQSkFfNzjw,xkVMIk_Vqh17f48ZQ_6b0w,4
247,JXHrhT72U6sZJQSkFfNzjw,fL-b760btOaGa85OJ9ut3w,5
248,JXHrhT72U6sZJQSkFfNzjw,zwNC-Ow4eIMan2__bS9-rg,5
250,JXHrhT72U6sZJQSkFfNzjw,klddGAcNIpE_aB5sd1hNXw,4
252,JXHrhT72U6sZJQSkFfNzjw,3cHL1r5w2oLYH-veijtweA,4
253,JXHrhT72U6sZJQSkFfNzjw,w12x7UBSSRsdbp3ZqguG3Q,4
254,JXHrhT72U6sZJQSkFfNzjw,gBfPyzPRmeOaj3SdcIj0Rw,4
259,JXHrhT72U6sZJQSkFfNzjw,El4FC8jcawUVgw_0EIcbaQ,3
260,JXHrhT72U6sZJQSkFfNzjw,SwAZBCyFtVo_8vkRbJhdkA,4
261,JXHrhT72U6sZJQSkFfNzjw,Lau3N654yNyWdIIybea1uA,3
262,JXHrhT72U6sZJQSkFfNzjw,AT_xDv2Lm5K7VtER1fp-SA,4
263,JXHrhT72U6sZJQSkFfNzjw,DESv2ys6SjBKA4SyDtJvxw,5
265,JXHrhT72U6sZJQSkFfNzjw,IqCvkoDvvImXuzGrpeiDMA,4
266,JXHrhT72U6sZJQSkFfNzjw,vl1aHp6pvnSmpoRQShWLjg,2
267,JXHrhT72U6sZJQSkFfNzjw,nnDLapJk1z2NJE0-XzwMlQ,4
268,JXHrhT72U6sZJQSkFfNzjw,ahSFUPojs9X3-1jP-QPb-w,2
269,JXHrhT72U6sZJQSkFfNzjw,VGWEpMEkzQopS5lUNd06Sw,2
270,JXHrhT72U6sZJQSkFfNzjw,LwQB9H3jZ9wTk24Lr-AnZQ,4
271,JXHrhT72U6sZJQSkFfNzjw,BcW7Z9lPmOB_8eS2lEuOqQ,4
272,JXHrhT72U6sZJQSkFfNzjw,esBRj9uPRzwxaW4Lz1XGLA,3
273,JXHrhT72U6sZJQSkFfNzjw,pLMPpaJ7whp86uL_3ezwMg,3
274,JXHrhT72U6sZJQSkFfNzjw,4JNXUYY8wbaaDmk3BPzlWw,3
275,JXHrhT72U6sZJQSkFfNzjw,R_ZlcX46pPdjhjmfd043LA,4
276,JXHrhT72U6sZJQSkFfNzjw,vjhB95c5nOXflNoyq_jKzw,3
277,JXHrhT72U6sZJQSkFfNzjw,qmymSqVwHYRqdwfcBatzpQ,2
280,JXHrhT72U6sZJQSkFfNzjw,v1AE1LLWDOqe8ubOzqKADg,4
281,JXHrhT72U6sZJQSkFfNzjw,cYwJA2A6I12KNkm2rtXd5g,3
282,JXHrhT72U6sZJQSkFfNzjw,GTR39A2jwNIS_NV8q2r_JA,4
284,JXHrhT72U6sZJQSkFfNzjw,RESDUcs7fIiihp38-d6_6g,5
288,JXHrhT72U6sZJQSkFfNzjw,y4ETe3DkcIjjr_eyeg5U5g,4
289,JXHrhT72U6sZJQSkFfNzjw,JTFFtWy_chbsHTs95yD_2Q,3
290,JXHrhT72U6sZJQSkFfNzjw,N8D-5-fW7EkBdKjNYGhu0A,4
291,JXHrhT72U6sZJQSkFfNzjw,YnmtUJGqQIQL9tz1MRyfqA,3
292,JXHrhT72U6sZJQSkFfNzjw,C9ImzBi5fn742ZcAYDww2A,4
293,JXHrhT72U6sZJQSkFfNzjw,SsN-SaGGkJn2Qm-jSDQ4aQ,3
294,JXHrhT72U6sZJQSkFfNzjw,6Vyp-9i1jzwK_bvisuPJpQ,3
295,JXHrhT72U6sZJQSkFfNzjw,9-cVW8wSRoE6Nmnc7v0uUA,3
296,JXHrhT72U6sZJQSkFfNzjw,HgdFqAvK31fB9sgBdOzo9g,5
297,JXHrhT72U6sZJQSkFfNzjw,G-5kEa6E6PD5fkBRuA7k9Q,3
300,JXHrhT72U6sZJQSkFfNzjw,iCQpiavjjPzJ5_3gPD5Ebg,4
301,1ghFOCMBpo2bGaWu_c1tcg,eoHdUeQDNgQ6WYEnP2aiRw,3
303,bH3Uc0YNlnKubj8cT4nQ0w,_j2EtQtgLuXGRBfbM5YwZA,3
304,bH3Uc0YNlnKubj8cT4nQ0w,H8qpFitIesth86zqR4cwYg,5
305,bH3Uc0YNlnKubj8cT4nQ0w,0NmTwqYEQiKErDv4a55obg,5
306,bH3Uc0YNlnKubj8cT4nQ0w,JPfi__QJAaRzmfh5aOyFEw,4
307,bH3Uc0YNlnKubj8cT4nQ0w,DkYS3arLOhA8si5uUEmHOw,2
308,bH3Uc0YNlnKubj8cT4nQ0w,1DP5vHxJzCDbgawv0WC3yA,4
309,UfRm6t31UuCJ8u50Sc24VQ,yfxDa8RFOvJPQh0rNtakHA,2
310,NJOspTE_Ms-b8ACPKY73Ww,iCQpiavjjPzJ5_3gPD5Ebg,1
311,PGJ4eb-8tmvea3XzqIdc_Q,umXvdus9LbC6oxtLdXelFQ,5
313,PGJ4eb-8tmvea3XzqIdc_Q,B_WggEKFq-ZFNui8CHPYvA,5
314,PGJ4eb-8tmvea3XzqIdc_Q,UUGoM4q4i8rK2CBRS0xDAw,4
315,PGJ4eb-8tmvea3XzqIdc_Q,0d0i0FaJq1GIeW1rS2D-5w,5
317,PGJ4eb-8tmvea3XzqIdc_Q,ygaOvp0PLBYaYeN9cZAlGg,4
320,IzbOz9Dt-Xu1jfu-fa9x2A,H8qpFitIesth86zqR4cwYg,4
321,IzbOz9Dt-Xu1jfu-fa9x2A,L_ZLtfHvfzfoNVQ0-okTXg,4
322,IzbOz9Dt-Xu1jfu-fa9x2A,faPVqws-x-5k2CQKDNtHxw,5
324,IzbOz9Dt-Xu1jfu-fa9x2A,77h11eWv6HKJAgojLx8G4w,3
325,IzbOz9Dt-Xu1jfu-fa9x2A,PbyqDJf815zRn-7p6vYpAQ,3
327,IzbOz9Dt-Xu1jfu-fa9x2A,iCQpiavjjPzJ5_3gPD5Ebg,4
328,c8YOUQ1Lz645fopLMNEAnw,ruWTngdiC68O9la27hvvHw,4
329,c8YOUQ1Lz645fopLMNEAnw,LYWbyu1EQM2o5hwHG5_Ldg,4
330,c8YOUQ1Lz645fopLMNEAnw,d_L-rfS1vT3JMzgCUGtiow,3
331,c8YOUQ1Lz645fopLMNEAnw,GTR39A2jwNIS_NV8q2r_JA,2
332,c8YOUQ1Lz645fopLMNEAnw,YuiM5VKscO8rS1EX7f19_g,5
333,c8YOUQ1Lz645fopLMNEAnw,MqYYYNA-ZYvV-1w5qcmMoA,5
335,9bxdPvAhP6cuipD5s2UnCg,--9e1ONYQuAa-CB_Rrw7Tw,5
336,9bxdPvAhP6cuipD5s2UnCg,H8qpFitIesth86zqR4cwYg,4
337,9bxdPvAhP6cuipD5s2UnCg,Xj7DIGRHEchJ-VVdISazQQ,4
339,9bxdPvAhP6cuipD5s2UnCg,aT_SsfZ6GQgJGyuIv1Hapw,2
340,9bxdPvAhP6cuipD5s2UnCg,fHM09_y3QX3n4a_bIFbk_w,4
341,9bxdPvAhP6cuipD5s2UnCg,K7lWdNUhCbcnEvI0NhGewg,3
342,9bxdPvAhP6cuipD5s2UnCg,AjWFFZN8KwyqJzzi0DyEsw,4
343,9bxdPvAhP6cuipD5s2UnCg,I6EDDi4-Eq_XlFghcDCUhw,5
344,WbYQ_-LfAZmZn30FrUb3zw,-U7tvCtaraTQ9b0zBhpBMA,5
346,4LXaLFib9dOAavCN7gnE_g,yNVcnSaMSrTmjJBMrHTy9w,2
348,fHs-cV7C-Ps-3qqMfqT-Lg,cYwJA2A6I12KNkm2rtXd5g,4
349,fHs-cV7C-Ps-3qqMfqT-Lg,4JNXUYY8wbaaDmk3BPzlWw,4
350,9SpIJmgWjJzaaOZfy-TVYA,aT_SsfZ6GQgJGyuIv1Hapw,4
351,9SpIJmgWjJzaaOZfy-TVYA,Cr4ipI-tr-R8Q0NilkWNkA,4
353,KxrKVxdXGkfMJ9XwJZzoLQ,N0apJkxIem2E8irTBRKnHw,5
354,KxrKVxdXGkfMJ9XwJZzoLQ,El4FC8jcawUVgw_0EIcbaQ,2
355,KxrKVxdXGkfMJ9XwJZzoLQ,dCUuzw3R2rPqKyN2Zl9zRw,5
356,vcOtDqQ2Cc731kFjklFeBg,dYMhfzyZyklXELmYq_wfKg,4
357,vcOtDqQ2Cc731kFjklFeBg,X8c23dur0ll2D9XTu-I8Qg,4
358,RKfETgoe0wuZds8EMDBw0Q,OETh78qcgDltvHULowwhJg,3
360,RKfETgoe0wuZds8EMDBw0Q,cJWbbvGmyhFiBpG_5hf5LA,3
361,RKfETgoe0wuZds8EMDBw0Q,El4FC8jcawUVgw_0EIcbaQ,4
362,RKfETgoe0wuZds8EMDBw0Q,RESDUcs7fIiihp38-d6_6g,4
363,RKfETgoe0wuZds8EMDBw0Q,PgJgpW4TKQ8IoALH2Yq-zA,3
366,RKfETgoe0wuZds8EMDBw0Q,4JNXUYY8wbaaDmk3BPzlWw,4
367,HmN7p502YMJGkBNv5bzi1w,UNI1agsPX2k3eJSJVB91nw,4
368,HmN7p502YMJGkBNv5bzi1w,--9e1ONYQuAa-CB_Rrw7Tw,5
369,HmN7p502YMJGkBNv5bzi1w,2weQS-RnoOBhb1KsHKyoSQ,4
370,HmN7p502YMJGkBNv5bzi1w,a192hdM0_UVCYLwPJv1Qwg,3
371,HmN7p502YMJGkBNv5bzi1w,VHZPbCbIPHEkKOotdCTiow,4
373,HmN7p502YMJGkBNv5bzi1w,j5nPiTwWEFr-VsePew7Sjg,4
374,YwaKGmRNnSa3R3N4Hf9jLw,7sPNbCx7vGAaH7SbNPZ6oA,4
376,YwaKGmRNnSa3R3N4Hf9jLw,hIUKufhwR6Ifn7bi0-phLA,5
377,YwaKGmRNnSa3R3N4Hf9jLw,w8RWhhuKxMiFCpvFvIQ3zg,4
378,YwaKGmRNnSa3R3N4Hf9jLw,Mh84_j7YmRrAcm0DWV4bUw,4
379,YwaKGmRNnSa3R3N4Hf9jLw,CiYLq33nAyghFkUR15pP-Q,5
381,YwaKGmRNnSa3R3N4Hf9jLw,N6MzDoao6s68nAIW8vS9dQ,5
383,YwaKGmRNnSa3R3N4Hf9jLw,NQhPS0MUKJgBUB6PTLlmzA,5
384,YwaKGmRNnSa3R3N4Hf9jLw,UNI1agsPX2k3eJSJVB91nw,5
